onehot__Age_ARCHAEAN,onehot__Age_ARCHAEAN- PALAEOPROTEROZOIC,onehot__Age_CENOZOIC,onehot__Age_PALAEOPROTEROZOIC,onehot__Lithology_ALKALI FELDSPAR GRANITE,onehot__Lithology_AMPHIBOLITE,onehot__Lithology_ANORTHOSITE GABBRO,onehot__Lithology_ARGILLITE,onehot__Lithology_BANDED FERRUGINOUS CHERT,onehot__Lithology_BANDED IRON FORMATION,onehot__Lithology_BASALTIC KOMATIITE,onehot__Lithology_BIOTITE GNEISS,onehot__Lithology_CARBONACEOUS PHYLLITE,onehot__Lithology_CHLORITE SCHIST,onehot__Lithology_CHLORITE SERICITE SCHIST,onehot__Lithology_CONGLOMERATE,onehot__Lithology_DIORITE,onehot__Lithology_DOLERITE,onehot__Lithology_DOLOMITE,onehot__Lithology_GNEISS,onehot__Lithology_GRANITE,onehot__Lithology_GRANITOID,onehot__Lithology_GRAYWACKE,onehot__Lithology_GREY BIOTITE GNEISS,onehot__Lithology_GREY BIOTITE GRANITE,onehot__Lithology_GREY GRANITE,onehot__Lithology_GREY HORNBLENDE BIOTITE GNEISS,onehot__Lithology_GREY HORNBLENDE BIOTITE GRANITE,onehot__Lithology_GREY HORNBLENDE GNEISS,onehot__Lithology_LATERITE,onehot__Lithology_MANGANIFEROUS PHYLLITE,onehot__Lithology_META-ANDESITE,onehot__Lithology_META-BASALT,onehot__Lithology_META-GABBRO,onehot__Lithology_META-RHYOLITE,onehot__Lithology_META-TUFF,onehot__Lithology_MIGMATITE GNEISS,onehot__Lithology_PHYLLITE,onehot__Lithology_PILLOWED METABASALT,onehot__Lithology_PINK BIOTITE GRANITE,onehot__Lithology_PINK GRANITE,onehot__Lithology_PINK HORNBLENDE BIOTITE GRANITE,onehot__Lithology_PINK HORNBLENDE GRANITE,onehot__Lithology_PINK PORPHYRITIC GRANITE,onehot__Lithology_QUARTZITE,onehot__Lithology_SILLIMANITE-KYANITE-STAUROLITE-GARNET SCHIST,onehot__Lithology_SYENITE,remainder__X,remainder__Y,remainder__Elevation,remainder__BA,remainder__Unnamed: 4,remainder__SiO2,remainder__Al2O3,remainder__Fe2O3,remainder__TiO2,remainder__CaO,remainder__MgO,remainder__MnO,remainder__Na2O,remainder__K2O,remainder__P2O5,remainder__LOI,remainder__Ba_ppm,remainder__Ga_ppm,remainder__Sc_ppm,remainder__V_ppm,remainder__Th_ppm,remainder__Pb_ppm,remainder__Ni_ppm,remainder__Co_ppm,remainder__Rb_ppm,remainder__Sr_ppm,remainder__Cr_ppm,remainder__Cu_ppm,remainder__Zn_ppm,remainder__Commodity
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3855,13.875,667,-93,,66.37,12.67,3.48,0.51,1.38,0.98,0.17,1.71,1.81,0.06,0,281.76,15.15,9.24,49.81,11.24,20.41,29.58,10.23,53.95,184.69,82.7,12.36,33.86,IRON
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3713,13.9509,667,-93,,66.37,12.67,3.48,0.51,1.38,0.98,0.17,1.71,1.81,0.06,0,281.76,15.15,9.24,49.81,11.24,20.41,29.58,10.23,53.95,184.69,82.7,12.36,33.86,IRON
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3448,13.9949,667,-93,,66.37,12.67,3.48,0.51,1.38,0.98,0.17,1.71,1.81,0.06,0,281.76,15.15,9.24,49.81,11.24,20.41,29.58,10.23,53.95,184.69,82.7,12.36,33.86,IRON
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3432,13.9979,667,-93,,66.37,12.67,3.48,0.51,1.38,0.98,0.17,1.71,1.81,0.06,0,281.76,15.15,9.24,49.81,11.24,20.41,29.58,10.23,53.95,184.69,82.7,12.36,33.86,IRON
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4064,14.0598,776,-62,,60.72,13.06,10.89,1.45,1.25,2.73,0.14,0.44,1.01,0.05,0,246,22,14,156,8,22,82,37,41,54,267,60,100,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4338,14.033,776,-62,,60.72,13.06,10.89,1.45,1.25,2.73,0.14,0.44,1.01,0.05,0,246,22,14,156,8,22,82,37,41,54,267,60,100,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4269,14.0288,776,-62,,60.72,13.06,10.89,1.45,1.25,2.73,0.14,0.44,1.01,0.05,0,246,22,14,156,8,22,82,37,41,54,267,60,100,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4487,14.0849,776,-62,,60.72,13.06,10.89,1.45,1.25,2.73,0.14,0.44,1.01,0.05,0,246,22,14,156,8,22,82,37,41,54,267,60,100,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4492,14.0932,776,-62,,60.72,13.06,10.89,1.45,1.25,2.73,0.14,0.44,1.01,0.05,0,246,22,14,156,8,22,82,37,41,54,267,60,100,GOLD
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4096,13.9156,692,-92,,55.66,11.56,12.97,0.82,1.93,2.37,0.53,0.8,1.1,0.05,0,191.84,13.41,15.29,147.39,5.81,14.66,79.27,32.23,66.69,98.3,100.99,84.49,77.93,IRON
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3089,14.5618,666,-81,,54.64,17.31,10.45,1.04,1.43,1.37,0.18,0.32,0.91,0.08,0,321.5,13.3,19.3,184.6,5.9,15.1,80.9,26.4,50.5,71.7,149.1,72.7,40,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4456,13.875,744,-90,,62.76,10.65,11.29,0.58,1.45,1.22,1.89,0.49,1.6,0.07,0,313.04,12.49,12.61,100.06,6.62,18.2,69.17,23.35,86.22,93.74,118.23,40.73,134.22,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3305,13.984,774,-86,,63.21,12.96,6.78,0.92,0.98,1.61,0.12,0.47,2.15,0.05,0,274,26,12,111,101,16,54,18,59,62,178,46,91,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4307,15.1435,537,-60,,49.53,16.11,19.25,0.72,0.41,1.43,3.2,0.34,1.57,0.08,0,390.9,8.7,12.2,108.2,2,13.2,70.1,5.6,67.6,46.6,242.4,62.7,48.8,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4093,15.1919,537,-60,,49.53,16.11,19.25,0.72,0.41,1.43,3.2,0.34,1.57,0.08,0,390.9,8.7,12.2,108.2,2,13.2,70.1,5.6,67.6,46.6,242.4,62.7,48.8,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.357,15.2435,537,-60,,49.53,16.11,19.25,0.72,0.41,1.43,3.2,0.34,1.57,0.08,0,390.9,8.7,12.2,108.2,2,13.2,70.1,5.6,67.6,46.6,242.4,62.7,48.8,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5535,15.011,632,-82,,54.89,15.68,14.66,0.86,0.88,1.98,3.29,0.47,1.28,0.07,5.38,401.7,8.5,16,139.7,4,9.8,78,10.8,63.5,58.1,266.5,83.5,55.6,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5498,15.0023,632,-82,,54.89,15.68,14.66,0.86,0.88,1.98,3.29,0.47,1.28,0.07,5.38,401.7,8.5,16,139.7,4,9.8,78,10.8,63.5,58.1,266.5,83.5,55.6,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5449,15.0001,632,-82,,54.89,15.68,14.66,0.86,0.88,1.98,3.29,0.47,1.28,0.07,5.38,401.7,8.5,16,139.7,4,9.8,78,10.8,63.5,58.1,266.5,83.5,55.6,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5545,15.016,632,-82,,54.89,15.68,14.66,0.86,0.88,1.98,3.29,0.47,1.28,0.07,5.38,401.7,8.5,16,139.7,4,9.8,78,10.8,63.5,58.1,266.5,83.5,55.6,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5513,15.0174,632,-82,,54.89,15.68,14.66,0.86,0.88,1.98,3.29,0.47,1.28,0.07,5.38,401.7,8.5,16,139.7,4,9.8,78,10.8,63.5,58.1,266.5,83.5,55.6,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5183,15.0474,593,-58,,56.31,14.34,16.34,0.73,2.3,1.07,1.67,0.73,1.27,0.07,0,354,11.9,13.9,127.3,2,13,56.7,11.2,58.5,55.4,208.5,59.7,42.3,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3484,14.4784,680,-88,,51.1,15.7,10,0.93,2.64,2.47,0.18,0.37,1.08,0.08,15.160612,314,13.8,20,173.2,6.1,16.7,103.1,36,55.9,96.7,149.7,70.6,45.3,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3617,14.4567,680,-88,,51.1,15.7,10,0.93,2.64,2.47,0.18,0.37,1.08,0.08,15.160612,314,13.8,20,173.2,6.1,16.7,103.1,36,55.9,96.7,149.7,70.6,45.3,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3547,14.4665,680,-88,,51.1,15.7,10,0.93,2.64,2.47,0.18,0.37,1.08,0.08,15.160612,314,13.8,20,173.2,6.1,16.7,103.1,36,55.9,96.7,149.7,70.6,45.3,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3526,14.4749,680,-88,,51.1,15.7,10,0.93,2.64,2.47,0.18,0.37,1.08,0.08,15.160612,314,13.8,20,173.2,6.1,16.7,103.1,36,55.9,96.7,149.7,70.6,45.3,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3486,14.4806,680,-88,,51.1,15.7,10,0.93,2.64,2.47,0.18,0.37,1.08,0.08,15.160612,314,13.8,20,173.2,6.1,16.7,103.1,36,55.9,96.7,149.7,70.6,45.3,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3404,14.489,680,-88,,51.1,15.7,10,0.93,2.64,2.47,0.18,0.37,1.08,0.08,15.160612,314,13.8,20,173.2,6.1,16.7,103.1,36,55.9,96.7,149.7,70.6,45.3,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77.0749,13.875,699,-66,,69.87,15.02,3.59,0.6,1.29,1.12,0.06,1.14,2.5,0.08,0,578,19,9,62,11,21,27,10,98,200,108,18,44,CORUNDUM
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5874,15.3002,465,-87,,68.11,14.49,4.29,0.26,2.9467,0.917,0.03,2.57,0.6,0.11,5.1,156.6,17.7,5.8,39.7,5.4,5.9,3.6,3.5,31.3,561.165,88.6,17,40,DIAMOND
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.625,14.625,415,-90,,62.851,16.51,5.31,0.07,1.1,2.22,1.89,2.86,1.18,0.12,5.264732,820.9,13.3,10.3,106.7,22.3,12.8,26.3,12.8,95.7,371.2,60.2,27.2,32.8,DIAMOND
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.6192,14.5044,415,-90,,62.851,16.51,5.31,0.07,1.1,2.22,1.89,2.86,1.18,0.12,5.264732,820.9,13.3,10.3,106.7,22.3,12.8,26.3,12.8,95.7,371.2,60.2,27.2,32.8,DIAMOND
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4642,15.1223,957,-60,,51.74,15.05,14.87,0.88,1.05,1.07,0.76,0.65,0.83,0.1,0,260.7,10.5,15.8,145.2,4.5,11.8,89,23.7,52.7,56.7,225.9,53.5,50.1,MANGANESE
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77.5616,14.9439,345,-97,,55.574,13.3,4.43,0.08,2.27,6.804,0.9,1.75,0.69,0.23,13.15,595.6,14.3,15.7,86.3,12.6,17.4,38.2,15.5,75.9,310.6,82.9,26.8,53.2,DIAMOND
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4241,14.3338,667,-67,,49.46,16.48,10.85,1.08,4.12,3.03,0.19,0.3,0.52,0.07,13.449367,220.8,16.3,27,226.6,4.7,13.8,119.9,45.1,39.2,112,211.4,96.4,49.4,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4344,14.375,646,-68,,54.29,12.79,6.35,0.95,6.3,2.87,0.17,0.4,0.97,0.1,14.271427,438.6,8.2,18.6,123.6,10,15.7,70.3,26.5,50.6,140.6,87.4,43.4,47.6,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4484,14.4058,646,-68,,54.29,12.79,6.35,0.95,6.3,2.87,0.17,0.4,0.97,0.1,14.271427,438.6,8.2,18.6,123.6,10,15.7,70.3,26.5,50.6,140.6,87.4,43.4,47.6,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4902,14.329,646,-68,,54.29,12.79,6.35,0.95,6.3,2.87,0.17,0.4,0.97,0.1,14.271427,438.6,8.2,18.6,123.6,10,15.7,70.3,26.5,50.6,140.6,87.4,43.4,47.6,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3735,14.1285,720,-72,,47.55,16.71,11.83,1.4,3.8,1.6,0.18,0.76,1.05,0.14,0,259.8,17.5,24.1,234.7,13.2,22.6,88.6,40.1,106.2,86.3,147.2,79.3,59.7,COPPER
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4242,14.119,720,-72,,47.55,16.71,11.83,1.4,3.8,1.6,0.18,0.76,1.05,0.14,0,259.8,17.5,24.1,234.7,13.2,22.6,88.6,40.1,106.2,86.3,147.2,79.3,59.7,COPPER
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3927,14.0937,720,-72,,47.55,16.71,11.83,1.4,3.8,1.6,0.18,0.76,1.05,0.14,0,259.8,17.5,24.1,234.7,13.2,22.6,88.6,40.1,106.2,86.3,147.2,79.3,59.7,COPPER
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4237,14.1315,720,-72,,47.55,16.71,11.83,1.4,3.8,1.6,0.18,0.76,1.05,0.14,0,259.8,17.5,24.1,234.7,13.2,22.6,88.6,40.1,106.2,86.3,147.2,79.3,59.7,COPPER
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4239,14.1254,720,-72,,47.55,16.71,11.83,1.4,3.8,1.6,0.18,0.76,1.05,0.14,0,259.8,17.5,24.1,234.7,13.2,22.6,88.6,40.1,106.2,86.3,147.2,79.3,59.7,COPPER
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.438,14.1486,720,-72,,47.55,16.71,11.83,1.4,3.8,1.6,0.18,0.76,1.05,0.14,0,259.8,17.5,24.1,234.7,13.2,22.6,88.6,40.1,106.2,86.3,147.2,79.3,59.7,COPPER
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5444,15.2895,455,-79,,51.95,14.37,11.07,1.22,5.15,2.88,0.18,1.16,0.74,0.12,10.75,245.4,14.9,56.8,237.1,2,18.7,117,27.8,33.4,133.2,238,60,54.2,DIAMOND
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5207,15.2841,455,-79,,51.95,14.37,11.07,1.22,5.15,2.88,0.18,1.16,0.74,0.12,10.75,245.4,14.9,56.8,237.1,2,18.7,117,27.8,33.4,133.2,238,60,54.2,DIAMOND
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5534,15.2786,455,-79,,51.95,14.37,11.07,1.22,5.15,2.88,0.18,1.16,0.74,0.12,10.75,245.4,14.9,56.8,237.1,2,18.7,117,27.8,33.4,133.2,238,60,54.2,DIAMOND
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5298,14.3257,531,-74,,51.63,14.6,10.6,0.21,5.72,4.51,1.24,1.32,0.93,0.1,8.28,621,20,26,347,8,14,249,54,42,141,883,75,61,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5296,14.3232,531,-74,,51.63,14.6,10.6,0.21,5.72,4.51,1.24,1.32,0.93,0.1,8.28,621,20,26,347,8,14,249,54,42,141,883,75,61,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5444,14.3708,531,-74,,51.63,14.6,10.6,0.21,5.72,4.51,1.24,1.32,0.93,0.1,8.28,621,20,26,347,8,14,249,54,42,141,883,75,61,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4421,15.226,548,-69,,47.19,18.1,15.23,0.8,4.28,1.82,0.13,0.29,0.89,0.08,0,186.2,11.2,24.3,191.2,4.2,11.4,88,32.5,47.4,60.1,223.2,77.6,56.8,IRON
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4813,15.207,548,-69,,47.19,18.1,15.23,0.8,4.28,1.82,0.13,0.29,0.89,0.08,0,186.2,11.2,24.3,191.2,4.2,11.4,88,32.5,47.4,60.1,223.2,77.6,56.8,IRON
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.625,15.125,460,-78,,48.24,15.95,14.47,1.06,3.91,2.35,0.21,0.69,0.65,0.12,11.72,228.6,10.9,24.7,214.4,4,14.9,119.8,42.1,43.2,65.4,219.9,108.5,46.5,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5856,15.1024,460,-78,,48.24,15.95,14.47,1.06,3.91,2.35,0.21,0.69,0.65,0.12,11.72,228.6,10.9,24.7,214.4,4,14.9,119.8,42.1,43.2,65.4,219.9,108.5,46.5,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6062,15.0452,460,-78,,48.24,15.95,14.47,1.06,3.91,2.35,0.21,0.69,0.65,0.12,11.72,228.6,10.9,24.7,214.4,4,14.9,119.8,42.1,43.2,65.4,219.9,108.5,46.5,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6663,15.0077,460,-78,,48.24,15.95,14.47,1.06,3.91,2.35,0.21,0.69,0.65,0.12,11.72,228.6,10.9,24.7,214.4,4,14.9,119.8,42.1,43.2,65.4,219.9,108.5,46.5,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6009,15.0203,460,-78,,48.24,15.95,14.47,1.06,3.91,2.35,0.21,0.69,0.65,0.12,11.72,228.6,10.9,24.7,214.4,4,14.9,119.8,42.1,43.2,65.4,219.9,108.5,46.5,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5965,15.0023,460,-78,,48.24,15.95,14.47,1.06,3.91,2.35,0.21,0.69,0.65,0.12,11.72,228.6,10.9,24.7,214.4,4,14.9,119.8,42.1,43.2,65.4,219.9,108.5,46.5,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.575,15.0204,460,-78,,48.24,15.95,14.47,1.06,3.91,2.35,0.21,0.69,0.65,0.12,11.72,228.6,10.9,24.7,214.4,4,14.9,119.8,42.1,43.2,65.4,219.9,108.5,46.5,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6042,15.0576,460,-78,,48.24,15.95,14.47,1.06,3.91,2.35,0.21,0.69,0.65,0.12,11.72,228.6,10.9,24.7,214.4,4,14.9,119.8,42.1,43.2,65.4,219.9,108.5,46.5,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5553,15.0308,460,-78,,48.24,15.95,14.47,1.06,3.91,2.35,0.21,0.69,0.65,0.12,11.72,228.6,10.9,24.7,214.4,4,14.9,119.8,42.1,43.2,65.4,219.9,108.5,46.5,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5549,15.0309,460,-78,,48.24,15.95,14.47,1.06,3.91,2.35,0.21,0.69,0.65,0.12,11.72,228.6,10.9,24.7,214.4,4,14.9,119.8,42.1,43.2,65.4,219.9,108.5,46.5,GOLD
